Country ,Growth,Storage ,Rate,Global
US,15.162,101.2726576,2.294262772,5
US,15.668,63.77029,2.003712524,5
US,18.332,46.05351093,2.062376186,5
US,18.279,66.5606906,2.856256877,5
US,14.955,99.83720119,2.194834225,5
US,18.32,58.36864018,2.572751469,5
US,16.186,54.19267245,1.949278649,5
US,15.42,28.75206519,1.063369123,5
US,15.625,265.0692442,3.229366339,5
US,18.235,103.0224746,3.85688925,5
US,15.813,148.8973787,2.934868087,5
US,19.325,66.94185503,3.143398545,5
US,15.273,188.7138971,2.817015125,5
US,16.348,111.278419,2.946845855,5
US,16.183,71.6897105,2.323541839,5
US,14.963,191.9745482,2.610214535,5
US,17.376,140.2322344,3.877014918,5
US,17.623,58.20222852,2.409732837,5
US,16.845,105.7040516,3.156023755,5
US,18.299,64.68717737,2.801112724,5
US,18.853,85.32857591,3.664368196,5
US,16.852,69.47319092,2.502239004,5
US,14.99,172.2364657,2.599426027,5
US,15.078,71.07828511,1.948468355,5
US,12.413,53.42453603,1.045054602,5
US,18.302,61.79862496,2.691956661,5
US,16.82,133.5883246,3.452268039,5
US,16.783,62.68716379,2.326830634,5
US,19.777,65.80486038,3.190438137,5
US,15.682,53.88410139,1.814716804,5
US,18.274,83.40168078,3.377072216,5
US,17.85,79.45028366,3.101030675,5
US,14.108,126.5345802,1.963880029,5
US,15.713,183.9264663,3.060334226,5
US,12.99,119.8532884,1.516147914,5
US,17.349,103.9086884,3.395043989,5
US,18.759,52.9688902,2.425868154,5
US,19.273,54.34762,2.565646557,5
US,16.959,75.90249694,2.670518327,5
US,15.671,405.6146672,3.501072326,5
US,19.455,59.54692074,2.834017374,5
US,19.347,70.47207443,3.298173105,5
US,15.361,79.6774477,2.147697026,5
US,16.256,91.11998077,2.677296815,5
US,13.79,212.1496492,2.033098337,5
US,14.981,94.29597627,2.162380706,5
US,15.654,237.1378231,3.174634393,5
US,17.408,50.31547315,2.093037039,5
US,15.986,133.97028,2.955171978,5
US,17.084,38.47203419,1.593022992,5
US,18.63,65.057613,2.897419646,5
US,16.061,53.57728733,1.898795554,5
US,11.632,129.0889182,1.093900778,5
US,18.878,63.77029,2.91277137,5
US,16.115,41.67389383,1.581567553,5
US,17.509,42.15255738,1.790665865,5
US,18.285,53.27222024,2.363405977,5
US,16.917,190.3372405,3.961502484,5
US,16.739,209.7405829,3.92864783,5
US,16.008,318.2122513,3.636605315,5
US,16.209,200.3747906,3.469592251,5
US,19.389,71.48531986,3.339715245,5
US,15.9,59.03905847,1.980393575,5
US,15.125,361.8388363,3.030672799,5
US,18.152,129.0889182,4.26011659,5
US,19.147,68.48846576,3.162735383,5
US,17.511,54.03816667,2.244547963,5
US,18.906,62.33022541,2.855097114,5
US,16.223,152.7730358,3.25749014,6
US,14.796,450.8086475,2.835380527,6
US,18.927,95.92524833,3.999802835,6
US,15.856,128.3538907,2.832267187,6
US,17.034,109.3883763,3.320883219,6
US,15.942,124.030786,2.864631278,6
US,18.511,59.88792033,2.668308151,6
US,15.994,78.54808561,2.371270834,6
US,16.81,57.8708272,2.195700894,6
US,8.12,75.0405858,0.392033497,6
US,17.192,75.90249694,2.77954291,6
US,16.322,58.87073542,2.098775062,6
US,18.699,62.50843982,2.817968967,6
US,15.67,463.8652685,3.533417323,6
US,16.685,135.8965008,3.40314316,6
US,19.528,71.6897105,3.386614162,6
US,19.576,88.80838309,4.065643677,6
US,15.522,198.6658392,2.989983491,6
US,16.97,137.0655015,3.605848013,6
US,16.414,66.5606906,2.286763804,6
US,18.974,58.36864018,2.70291349,6
US,12.927,191.42722,1.61059979,6
US,15.995,119.5115812,2.846455392,6
US,16.138,194.179555,3.431075746,6
US,18.111,92.95940861,3.538383988,6
US,19.609,86.55542769,3.994515596,6
US,18.71,70.07080906,3.103214525,6
US,19.066,67.133255,3.085487474,6
US,14.689,75.25514165,1.854423249,6
US,17.621,107.8378863,3.598853572,6
US,17.46,150.6076041,4.104996375,6
US,16.665,75.0405858,2.557816156,6
US,13.65,245.4032843,1.99562025,6
US,14.52,207.3588728,2.417037388,6
US,18.131,64.87213078,2.761421711,6
US,17.112,90.60114699,3.04777776,6
US,16.09,120.1959726,2.90808389,6
US,17.163,92.95940861,3.091391341,6
US,16,62.15251909,2.074705733,6
US,19.897,75.68609546,3.663362706,6
US,15.67,159.4579351,2.946236059,6
US,13.918,279.0478319,2.171565884,6
US,14.725,108.4554275,2.159246521,6
US,18.37,111.596586,4.108158775,6
US,16.259,158.0979543,3.314858075,6
US,18.765,92.95940861,3.857953888,6
US,18.237,54.97185312,2.42245178,6
US,19.391,65.61724772,3.098594874,6
US,16.992,92.16657876,3.015282461,6
US,17.141,200.3747906,4.232703136,6
US,19.562,83.87928632,3.883042472,6
US,13.842,61.44674589,1.465224061,6
US,14.55,130.1993592,2.196598359,6
US,14.591,395.3247404,2.650931633,6
US,19.243,88.0509564,3.908375931,6
US,17.485,137.8504167,3.937758428,6
US,15.866,61.62243426,2.027575572,6
US,19.072,78.10083574,3.503191315,6
US,18.21,101.2726576,3.79324551,6
US,18.145,50.74829392,2.23856787,6
US,14.628,167.8670462,2.359564975,6
US,19.502,65.99300946,3.144805055,6
US,16.897,320.034516,4.435834466,6
US,16.459,212.7562269,3.726970689,6
US,16.752,169.7951559,3.735508007,6
US,16.529,98.42209124,2.876424207,6
US,19.085,71.89468553,3.282564505,6
US,18.971,77.87816669,3.455482394,6
US,18.329,60.23087267,2.650310947,6
US,15.107,194.179555,2.718052834,6
US,16.16,239.8615723,3.580835823,6
US,17.219,100.4089259,3.271313845,6
US,16.508,182.3577989,3.619724388,6
US,18.513,78.9978967,3.341261024,6
US,17.302,144.7062983,3.876163128,6
US,15.726,124.030786,2.736622022,6
US,18.254,50.02897872,2.226344688,6
US,15.357,66.1816965,1.952590603,6
US,18.212,77.43473131,3.183027092,6
US,15.055,91.38051077,2.155288537,6
US,13.852,83.87928632,1.645855532,6
US,19.025,81.51829892,3.611532196,6
US,17.924,81.05413676,3.179081624,6
US,15.785,72.51313371,2.197497794,6
US,19.129,78.10083574,3.518455202,6
US,19.724,67.51769826,3.258693576,6
US,18.213,85.81721595,3.408671418,6
US,18.956,63.95262185,2.935123905,6
US,18.683,95.1071235,3.895153446,6
US,15.774,79.6774477,2.310412034,6
US,17.76,137.8504167,4.135846439,6
US,19.505,113.8493725,4.818339492,6
US,16.4,118.4922938,3.049645157,6
US,16.878,60.57578896,2.29475527,6
US,18.855,100.6960148,4.107319639,6
US,17.623,74.6133075,2.887997728,6
US,19.463,75.68609546,3.536641685,6
US,16.078,214.5863858,3.465781679,6
US,14.553,199.8035129,2.4089284,6
US,15.235,160.3710821,2.661207918,6
US,17.299,106.9181613,3.404481321,6
US,17.918,84.84271818,3.270529491,6
US,17.49,98.9857122,3.370587708,6
US,18.786,61.97531942,2.8127957,6
US,19.034,76.77430793,3.44611844,6
US,17.925,81.75137582,3.20769361,6
US,15.558,200.9477017,3.019804587,6
US,19.844,96.19951754,4.42868912,6
US,16.065,118.4922938,2.865247902,6
US,14.697,235.1153281,2.565871978,6
US,18.598,68.88066973,3.03302917,6
US,17.399,105.4026845,3.451334121,6
US,19.4,96.19951754,4.248006565,6
US,15.87,412.62299,3.647760414,6
US,19.31,74.82664167,3.449605909,6
US,16.117,113.5247828,2.870663576,6
US,18.316,100.4089259,3.812255606,6
US,18.438,148.0495626,4.775541297,6
US,15.236,298.8393177,3.018837025,6
US,14.185,133.2074582,2.029795747,6
US,18.175,89.31695048,3.475374229,6
US,14.867,269.6491842,2.697221993,6
US,16.891,91.38051077,2.943168657,6
US,17.669,117.8176031,3.787755078,6
US,17.051,91.38051077,3.029604535,6
US,18.286,56.24191141,2.482754189,6
US,19.33,67.90434307,3.182623319,6
US,19.089,88.55518633,3.848141372,6
US,18.19,86.30865422,3.422913405,6
US,15.859,256.8737701,3.401209279,6
US,18.161,86.0625843,3.411569676,6
US,17.205,307.4945016,4.755323313,6
US,16.564,122.2727519,3.20179791,6
US,14.835,397.5885951,2.808681395,6
US,17.452,110.9611592,3.544879593,6
US,15.853,110.9611592,2.720224875,6
US,17.242,54.81512586,2.204755879,6
US,18.824,51.03890756,2.348994256,6
US,17.117,362.873405,4.766785917,6
US,18.9,89.82843022,3.814149254,6
US,16.454,206.7676832,3.687916964,6
US,18.887,95.65176107,3.989506736,6
US,18.482,98.42209124,3.879338831,6
US,16.461,187.1043988,3.585286742,6
US,15.677,231.121939,3.208192567,6
US,17.187,109.3883763,3.383792749,6
US,19.337,103.3170362,4.430708631,6
US,15.584,444.4188068,3.415627659,6
US,19.407,110.3293504,4.654707624,6
US,16.143,78.9978967,2.428038036,7
US,17.309,150.1782149,3.95961342,7
US,18.34,89.57232527,3.579125631,7
US,19.576,77.21396135,3.63514528,7
US,18.083,110.3293504,3.9275381,7
US,19.442,86.80290674,3.949983143,7
US,17.448,75.0405858,2.853716987,7
US,18.174,83.64014265,3.343803175,7
US,16.142,330.2451132,3.739678489,7
US,15.934,66.1816965,2.14423925,7
US,17.773,130.5716249,4.034752307,7
US,18.336,91.90380764,3.639467824,7
US,18.62,92.16657876,3.762464224,7
US,18.807,109.7011392,4.295364891,7
US,16.967,155.4126907,3.772307505,7
US,16.829,142.2484894,3.564592349,7
US,15.89,96.19951754,2.560564853,7
US,16.071,322.7874978,3.671268413,7
US,16.802,154.0872109,3.621575943,7
US,16.955,95.92524833,3.061587304,7
US,16.827,232.4454749,4.102954111,7
US,19.56,79.6774477,3.729278741,7
US,18.982,136.6747215,5.006043078,7
US,19.172,83.87928632,3.737146478,7
US,14.936,213.3645389,2.655775993,7
US,18.438,69.47319092,3.003228034,7
US,16.112,350.6514168,3.821215341,7
US,19.168,105.1021767,4.388602335,7
US,19.489,120.1959726,4.982566044,7
US,15.992,461.2240369,3.782997461,7
US,17.941,159.9138568,4.525224506,7
US,19.934,78.10083574,3.764661669,7
US,18.056,58.20222852,2.50929249,7
US,15.992,237.815847,3.443804738,7
US,18.38,92.16657876,3.65092217,7
US,17.402,192.5234413,4.357530549,7
US,19.754,74.40058156,3.565195853,7
US,18.796,93.2251979,3.867674807,7
US,19.773,63.77029,3.089860337,7
US,19.47,100.4089259,4.402160291,7
US,19.897,103.61244,4.714958738,7
US,16.97,304.8719502,4.478927819,7
US,19.258,107.8378863,4.518130809,7
US,19.567,96.47457094,4.318836363,7
US,17.718,193.0739038,4.68365408,7
US,17.923,248.2219699,5.276770709,7
US,16.441,217.0511106,3.731888308,7
US,16.124,129.8281549,3.000639331,7
US,18.543,109.7011392,4.157708514,7
US,17.033,286.3111813,4.455863615,7
US,17.447,238.4958094,4.740278983,7
US,16.012,132.8276776,2.974539471,7
US,19.98,100.1226555,4.638216834,7
US,19.658,65.61724772,3.15419873,7
US,18.743,78.32414144,3.401099907,7
US,19.862,63.77029,3.110936736,7
US,19.176,91.90380764,4.007797372,7
US,19.793,111.278419,4.903450546,7
US,19.119,120.1959726,4.755881652,7
US,19.233,67.32520222,3.132887434,7
US,16.092,106.3093732,2.767856746,7
US,19.368,86.80290674,3.907787861,7
US,18.794,113.8493725,4.396442073,7
US,16.098,292.0909099,3.671186096,7
US,16.083,244.7036283,3.528975913,7
US,19.803,71.6897105,3.457297108,7
